id,timestamp,event_type,severity,source,description,event_id,threat_score
201,2025-12-11T03:10:55.442357,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
200,2025-12-11T03:10:55.430672,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
199,2025-12-11T03:10:55.418467,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
198,2025-12-11T03:10:55.406862,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
197,2025-12-11T03:10:55.394323,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
196,2025-12-11T03:10:55.383250,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
195,2025-12-11T03:10:55.372605,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
194,2025-12-11T03:10:55.362777,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
193,2025-12-11T03:10:55.350573,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
192,2025-12-11T03:10:55.336009,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
191,2025-12-11T03:10:40.363643,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
190,2025-12-11T03:10:40.354885,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
189,2025-12-11T03:10:40.334346,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 52.35.150.14 detected,,70
188,2025-12-11T03:10:25.468860,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
187,2025-12-11T03:10:25.459428,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
186,2025-12-11T03:10:25.445221,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
185,2025-12-11T03:10:25.431877,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
184,2025-12-11T03:10:25.421154,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
183,2025-12-11T03:10:25.407659,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
182,2025-12-11T03:10:25.395877,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
181,2025-12-11T03:10:25.384549,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
180,2025-12-11T03:10:25.370971,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
179,2025-12-11T03:10:25.354607,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
178,2025-12-11T03:10:25.333381,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
177,2025-12-11T03:10:10.418145,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
176,2025-12-11T03:10:10.405871,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
175,2025-12-11T03:10:10.393510,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
174,2025-12-11T03:10:10.381701,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
173,2025-12-11T03:10:10.370456,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
172,2025-12-11T03:10:10.357773,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
171,2025-12-11T03:10:10.345906,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
170,2025-12-11T03:10:10.328713,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
169,2025-12-11T03:09:55.399137,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
168,2025-12-11T03:09:55.386045,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
167,2025-12-11T03:09:55.371260,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 149.40.62.31 detected,,70
166,2025-12-11T03:09:55.352881,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 127.0.0.1 detected,,70
165,2025-12-11T03:09:55.342543,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
164,2025-12-11T03:09:55.326384,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
163,2025-12-11T03:09:25.433733,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
162,2025-12-11T03:09:25.427202,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
161,2025-12-11T03:09:25.419201,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
160,2025-12-11T03:09:25.409181,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
159,2025-12-11T03:09:25.403398,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
158,2025-12-11T03:09:25.385290,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
157,2025-12-11T03:09:25.372044,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
156,2025-12-11T03:09:20.404666,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
155,2025-12-11T03:09:20.401458,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
154,2025-12-11T03:09:20.399461,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
153,2025-12-11T03:09:20.395949,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
152,2025-12-11T03:09:20.392440,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
151,2025-12-11T03:09:20.382855,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
150,2025-12-11T03:09:20.363938,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
149,2025-12-11T03:09:15.391381,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
148,2025-12-11T03:09:15.388680,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
147,2025-12-11T03:09:15.385629,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
146,2025-12-11T03:09:15.383486,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
145,2025-12-11T03:09:15.380477,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
144,2025-12-11T03:09:15.374171,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
143,2025-12-11T03:09:15.358439,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
142,2025-12-11T03:09:10.388376,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
141,2025-12-11T03:09:10.385253,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
140,2025-12-11T03:09:10.382099,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
139,2025-12-11T03:09:10.378414,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
138,2025-12-11T03:09:10.375144,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
137,2025-12-11T03:09:10.367192,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
136,2025-12-11T03:09:10.355664,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
135,2025-12-11T03:09:10.334198,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
134,2025-12-11T03:09:10.329686,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
133,2025-12-11T03:09:10.320865,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
132,2025-12-11T03:09:05.377385,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
131,2025-12-11T03:09:05.374385,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
130,2025-12-11T03:09:05.372384,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
129,2025-12-11T03:09:05.369386,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
128,2025-12-11T03:09:05.367004,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
127,2025-12-11T03:09:05.361000,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
126,2025-12-11T03:09:05.353391,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
125,2025-12-11T03:09:00.387873,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
124,2025-12-11T03:09:00.384124,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
123,2025-12-11T03:09:00.381613,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
122,2025-12-11T03:09:00.379147,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
121,2025-12-11T03:09:00.375791,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
120,2025-12-11T03:09:00.366526,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
119,2025-12-11T03:09:00.350617,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
118,2025-12-11T03:08:55.375428,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
117,2025-12-11T03:08:55.372405,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
116,2025-12-11T03:08:55.369410,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
115,2025-12-11T03:08:55.366268,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
114,2025-12-11T03:08:55.362760,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
113,2025-12-11T03:08:55.356596,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
112,2025-12-11T03:08:55.349139,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
111,2025-12-11T03:08:55.329034,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
110,2025-12-11T03:08:55.318809,Possible Port Scan,Critical,Network Monitor,Multiple connection attempts to 74.125.68.81 detected,,70
109,2025-12-11T03:08:50.403064,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
108,2025-12-11T03:08:50.396477,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
107,2025-12-11T03:08:50.391365,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
106,2025-12-11T03:08:50.387770,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
105,2025-12-11T03:08:50.384500,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
104,2025-12-11T03:08:50.375133,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
103,2025-12-11T03:08:50.356475,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
102,2025-12-11T03:08:45.372653,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
101,2025-12-11T03:08:45.370649,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
100,2025-12-11T03:08:45.366806,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
99,2025-12-11T03:08:45.364282,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
98,2025-12-11T03:08:45.362274,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
97,2025-12-11T03:08:45.355886,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
96,2025-12-11T03:08:45.345285,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
95,2025-12-11T03:08:40.378416,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
94,2025-12-11T03:08:40.375416,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
93,2025-12-11T03:08:40.372416,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
92,2025-12-11T03:08:40.369437,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
91,2025-12-11T03:08:40.364859,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
90,2025-12-11T03:08:40.356680,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
89,2025-12-11T03:08:40.340705,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
88,2025-12-11T03:08:35.363469,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
87,2025-12-11T03:08:35.360472,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
86,2025-12-11T03:08:35.357468,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
85,2025-12-11T03:08:35.354862,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
84,2025-12-11T03:08:35.351292,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
83,2025-12-11T03:08:35.345803,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
82,2025-12-11T03:08:35.336457,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
81,2025-12-11T03:08:30.361883,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
80,2025-12-11T03:08:30.358734,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
79,2025-12-11T03:08:30.356735,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
78,2025-12-11T03:08:30.353402,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
77,2025-12-11T03:08:30.350378,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
76,2025-12-11T03:08:30.344335,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
75,2025-12-11T03:08:30.332211,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
74,2025-12-11T03:08:25.365778,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
73,2025-12-11T03:08:25.362734,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
72,2025-12-11T03:08:25.359737,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
71,2025-12-11T03:08:25.355745,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
70,2025-12-11T03:08:25.347492,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
69,2025-12-11T03:08:25.338724,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
68,2025-12-11T03:08:25.327139,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
67,2025-12-11T03:08:20.364224,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
66,2025-12-11T03:08:20.359330,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
65,2025-12-11T03:08:20.356320,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
64,2025-12-11T03:08:20.352850,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
63,2025-12-11T03:08:20.347178,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
62,2025-12-11T03:08:20.337852,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
61,2025-12-11T03:08:20.323854,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,100
60,2025-12-11T03:08:15.354911,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
59,2025-12-11T03:08:15.352010,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
58,2025-12-11T03:08:15.350005,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
57,2025-12-11T03:08:15.347461,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
56,2025-12-11T03:08:15.344355,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
55,2025-12-11T03:08:15.334902,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
54,2025-12-11T03:08:15.318468,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,95
53,2025-12-11T03:08:10.343238,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
52,2025-12-11T03:08:10.339724,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
51,2025-12-11T03:08:10.336721,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
50,2025-12-11T03:08:10.334207,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
49,2025-12-11T03:08:10.331167,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
48,2025-12-11T03:08:10.325162,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
47,2025-12-11T03:08:10.314080,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,60
46,2025-12-11T03:08:05.345866,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
45,2025-12-11T03:08:05.342346,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
44,2025-12-11T03:08:05.336821,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
43,2025-12-11T03:08:05.332325,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
42,2025-12-11T03:08:05.327319,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
41,2025-12-11T03:08:05.321321,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,75
40,2025-12-11T03:08:05.310936,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,60
39,2025-12-11T03:08:00.329228,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
38,2025-12-11T03:08:00.327231,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
37,2025-12-11T03:08:00.324229,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
36,2025-12-11T03:08:00.321228,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
35,2025-12-11T03:08:00.319229,Successful Logon,Info,Windows Event Log - Security,Successful Logon - User: SYSTEM,4624,10
34,2025-12-11T03:08:00.316197,Special Privileges Assigned to New Logon,Warning,Windows Event Log - Security,Special Privileges Assigned to New Logon,4672,40
33,2025-12-11T03:08:00.308661,Failed Logon,Critical,Windows Event Log - Security,Failed Logon - User: administrator,4625,60
32,2025-12-11T03:07:55.531435,Logoff,Info,Windows Event Log - Security,Logoff,4634,10
